sim,year,cx,cy,cz,volume,mass
831,80,5050,2550,610.08,2427600,10551658.15
831,100,5050,2550,610.78,2427600,13473147.87
831,120,5050,2550,609.94,2427600,16220748.66
831,150,5050,2550,609.89,2915080,20090281.56
831,200,5056.29,2550,595.94,4370170,26716487.21
832,20,5050,2550,799.03,2425150,7081714.872
832,30,5050,2550,794.33,2425150,17153869.84
832,40,5050,2550,759.84,3880240,27826138.66
832,50,5053,2549.85,691.49,5820360,38645276.21
832,60,5058.21,2549.82,659.54,7275450,48854226.09
832,80,5071.18,2548.03,630.7,11640720,67709294.49
832,100,5088.34,2548.95,618.16,15035930,85560446.51
832,120,5104.22,2548,611.37,19401200,101935963.1
832,150,5125.26,2545.85,604.53,23281440,124466494.4
832,200,5159.26,2543.26,597.57,27646710,161579099.1
833,20,5051.52,2549.96,340.5,7794780,21077969.41
833,30,5096.84,2627.14,133.76,34568700,51015611.58
833,40,5175.61,2684.25,86.57,69417340,83286006.01
833,50,5245.69,2686.99,73.65,95978820,116225608.7
833,60,5302.99,2682.99,70.74,117215500,146632920.1
833,80,5386.17,2678.29,70.95,146739340,201362454.3
833,100,5453.88,2673.25,71.24,172263340,252849357.1
833,120,5523,2666.47,74.44,195097490,299399851.8
833,150,5600.26,2658.09,78.28,222806440,362574520.7
833,200,5717.3,2648.02,81.11,267829640,464306162.1
834,40,5050,2550,1223.72,949870,8259857.251
834,50,5050,2550,1276.46,2111970,11398114.96
834,60,5050,2550,1275.56,2111970,14433034.41
834,80,5050,2550,1274.39,2111970,20200317.02
834,100,5050,2550,1273.93,2111970,25699244.7
834,120,5050,2550,1273.66,2111970,30825953.12
834,150,5050,2547.58,1272.77,2597000,37987580.4
834,200,5050,2534.14,1257.54,2597000,50085793.03
835,20,5063.29,2549.38,658.09,7275450,36886140.55
835,30,5110.84,2543.64,614.84,15035930,86889838.53
835,40,5159.64,2540.42,598.53,25231360,141231647.6
835,50,5202.14,2536.28,583.05,34461630,196873319
835,60,5233.65,2533.68,570.21,43211770,247712169.4
835,80,5289.51,2523.19,532.99,58762130,338106559.3
835,100,5327.5,2510.44,449.12,80604900,422890681.8
835,120,5372.82,2505.96,438.39,94742820,499025444.4
835,150,5443.75,2503.62,451.22,107408500,601682440
835,200,5559.04,2503.1,468.66,122499330,765242397.2
836,20,5051.85,2549.67,606.59,4365270,29687229.69
836,30,5061.37,2549.2,583.62,12610780,71022233.64
836,40,5072.23,2548.61,578.06,17461080,115807123.2
836,50,5083.8,2548.15,575.53,24738980,161610715
836,60,5096.96,2548.82,573.12,32024230,203620472.8
836,80,5125.05,2554.82,568.58,44176930,278655471.6
836,100,5152.83,2561.34,565.64,57304590,349111831.4
836,120,5181.66,2567.36,563.65,67514720,412540599.7
836,150,5223.33,2575.4,561.66,81134760,498271316.9
836,200,5286.86,2587.21,559.18,102054750,635403915
837,200,5050,2550,1223.17,949870,11624647.12
838,50,5050,2550,1057.52,1455090,10410663.99
838,60,5050,2550,1092.06,2425150,13184244.74
838,80,5050,2550,1088.55,2425150,18466026.37
838,100,5056.45,2550,1080.81,2910180,23504684.53
838,120,5056.47,2550,1078.83,2910180,28207940.91
838,150,5056.31,2550,1074.45,2910180,34785433.39
838,200,5062.61,2550,1062.74,3880240,45917721.75
839,20,5050,2550,808.24,2425150,12289075.58
839,30,5050,2550,750.58,3880240,29838271.37
839,40,5053.07,2548.72,643.41,6802670,48595855.6
839,50,5070.58,2545.19,601.86,11185090,67678964.13
839,60,5084.33,2543.64,583.52,14107520,85485212.82
839,80,5105.82,2532.49,562.68,19952380,117942874.8
839,100,5126.23,2520.74,549.34,23847320,148572896.3
839,120,5149.49,2510.74,538.83,28719670,176463722.5
839,150,5181.07,2499.57,524.73,36019620,214570646.1
839,200,5228.18,2489.04,504.55,47704440,276620006.2
840,10,5050,2550,945.25,2425150,23147564.53
840,20,5050,2550,897.8,2910180,111442239.2
840,30,5050,2550,930.96,2910180,213016460.5
840,40,5050.52,2550.19,967.47,4850300,324664308.6
840,50,5061.89,2549.73,989.05,10670660,439461699.9
840,60,5085.1,2552.97,985.65,17946110,542876926.9
840,80,5215.43,2578.78,706.09,51633230,723672454.2
840,100,5272.66,2601.8,569.01,84550560,892545840.8
840,120,5276.15,2597.94,553.68,109082910,1042773663
840,150,5278.88,2595.78,543.87,131450640,1243526432
840,200,5285.58,2591.6,534.18,165659090,1558714041
841,20,5050,2550,1046.16,2425150,34040630.55
841,30,5055,2550,893.96,7760480,80722022.26
841,40,5058.61,2550.52,365.58,22617730,131397668.8
841,50,5077.19,2553.34,200.59,40024900,183264059.6
841,60,5088.98,2554.98,200.67,49084840,230718736.7
841,80,5101.45,2556.26,217.36,57992330,315234098.5
841,100,5108.72,2557.06,227.06,61159860,394535932.2
841,120,5116.66,2557.45,255.47,64129840,465812696.3
841,150,5124.4,2557.47,274.92,66607440,562002897.3
841,200,5138.39,2558.03,291.5,69529870,715478303.9
842,80,5050,2550,1005.33,1455090,8189833.628
842,100,5050,2550,1027.91,1940120,10472356.05
842,120,5050,2550,1027.91,1940120,12626352.78
842,150,5050,2550,1028.06,1940120,15669521.77
842,200,5050,2550,1028.46,1940120,20908367.15
843,20,5054.83,2549.96,602.73,3890040,16894247.84
843,30,5080.65,2547.75,552.03,8759940,40996303.64
843,40,5103,2535.45,532.18,13634740,66887323.19
843,50,5126.85,2528.53,516.29,19969530,93279921.27
843,60,5148.11,2527.5,505.08,27281730,117749870.6
843,80,5188.22,2528.26,494.62,37513910,162020102.9
843,100,5222.6,2527.48,489.01,45308690,203720190.1
843,120,5260.68,2526.21,489.03,54078430,241531069.4
843,150,5309.6,2526.2,493.1,63333200,292985527.2
843,200,5380.12,2525.76,497.18,77947800,376217893.9
844,30,5050,2550,545.75,2430050,6936947.677
844,40,5050,2550,541.01,2917530,11174756.46
844,50,5050,2550,532.29,3405010,15445240.21
844,60,5050,2550,492.67,4379970,19549852.09
844,80,5051.34,2549.98,278.72,8817290,27294881
844,100,5062.97,2549.83,163.31,15504530,34666558.04
844,120,5073.03,2548.79,139.92,18629410,41511566.14
844,150,5084.26,2549.61,129.59,25751680,51037502.51
844,200,5097.95,2549.26,119.33,27214120,67028918.07
845,20,5050,2550,599.82,2427600,9203023.87
845,30,5050,2550,538.7,4377520,22323420.45
845,40,5056.93,2550.14,384.38,10707410,36283259.51
845,50,5076.66,2550.03,321.32,19479600,50459225.47
845,60,5093.32,2549.46,288.13,24354400,63764450.8
845,80,5128.01,2547.89,252.35,36686500,88185034.86
845,100,5163.29,2546.03,241.07,47558610,111269709.5
845,120,5201.5,2545.7,249.32,56328350,132371580.7
845,150,5244.6,2546.37,268,64613060,161308573.5
845,200,5311.78,2545.9,280.82,76742710,208712451.8
846,20,5050,2550,954.36,2425150,11597012.63
846,30,5073.04,2550,949.51,4365270,28154517.7
846,40,5084.28,2550,948.39,5335330,45835921.06
846,50,5099.62,2550,946.26,6790420,63817581.49
846,60,5118.02,2550,948.1,8245510,80615751.88
846,80,5168.76,2550,943.42,12610780,111278068
846,100,5211.79,2550,940.92,15035930,140223668.9
846,120,5263.58,2550,941.42,17461080,166601139.1
846,150,5346.81,2550,941.17,20856290,202666789.1
846,200,5444.35,2550,942.76,22311380,261463424.3
847,30,5050,2550,421.65,1462440,3355784.543
847,40,5050,2550,458.93,2434950,5375990.538
847,50,5050,2550,458.09,2434950,7401661.941
847,60,5050,2550,457.91,2434950,9377818.491
847,80,5052.29,2550,440.04,3897390,13171001.15
847,100,5056.63,2550.83,408.56,5847310,16796728.95
847,120,5059.36,2552.9,388.17,6334790,20196501.45
847,150,5064.65,2555.78,368.58,7797230,24971240.87
847,200,5080.36,2562.68,345.95,10719660,33109690.42
848,20,5063.18,2550,1156.65,4345080,45198459.89
848,30,5082.01,2550,1094.7,8225320,104110424.8
848,40,5111.94,2550,1051.62,14510520,168301302
848,50,5141.88,2549.94,1034.62,20815910,234092039.9
848,60,5183.1,2549.96,1031.34,26636270,294007195.8
848,80,5258.99,2549.98,1023.05,34376560,400124508.1
848,100,5290.52,2549.98,1027.44,34861590,499560379.3
848,120,5310.97,2549.98,1036.93,35306240,588658174.3
848,150,5326.19,2550.72,1054.45,32396060,708545263.7
848,200,5320.25,2550.85,1070.41,29950720,898908849.6
849,20,5050,2550,1315.57,1859360,8778691.871
849,30,5050,2550,1315.19,1859360,21289297.49
849,40,5050,2550,1311.04,2344390,34590395.16
849,50,5050,2550,1273.79,2829420,48093319.36
849,60,5050,2550,1243,3314450,60779021.5
849,80,5053.66,2550,1189.83,6164060,84088737.87
849,100,5053.98,2550,1132.1,7134120,106129438.1
849,120,5053.9,2550,1045.73,9074240,126289793.1
849,150,5058.07,2553.2,887,12966730,153952241.9
849,200,5099.94,2565.62,785.28,23103450,199313085.6
851,20,5052.26,2549.17,481.58,5354930,20849301
851,30,5099.46,2561.16,409.26,13642090,50471971.52
851,40,5145.95,2575.14,393.26,23384340,82397495.3
851,50,5192.84,2588.56,373.88,33133940,114982958.8
851,60,5232.3,2624.55,328.05,48980850,145069742.3
851,80,5304.95,2672.43,271,74687430,199235968.3
851,100,5369.35,2697.72,241.78,96784100,250196087.2
851,120,5424.56,2707.99,231.23,115463510,296276783.2
851,150,5489.03,2710.06,232.42,140280160,358822223.6
851,200,5562,2710.19,242.53,168551820,459562731.1
852,150,5050,2550,956.32,1455090,10196933.14
852,200,5050,2550,956.52,1455090,13686833.42
853,20,5050,2550,546.76,2430050,10830228.13
853,30,5050,2550,501.23,2430050,26287740.37
853,40,5050,2550.41,510.99,3400110,42776638.53
853,50,5054.93,2565.45,522.34,6795320,59538261.36
853,60,5067.13,2591.48,528.73,9707950,75218399.9
853,80,5098.83,2638.9,536.2,15043280,103886543.1
853,100,5129.17,2676.07,538.53,18445840,130960487.7
853,120,5157.7,2699.36,535.28,25745790,155654966.8
853,150,5192.47,2718.57,530.42,32560710,189448714.7
853,200,5246.01,2736.94,527.07,43275470,244620361.4
854,60,5050,2550,1085.9,1940120,9034834.867
854,80,5050,2550,1096.85,2425150,12693125.64
854,100,5050,2550,1096.2,2425150,16190671.18
854,120,5050,2550,1095.87,2425150,19471879.03
854,150,5050,2550,1095.76,2425150,24082235.14
854,200,5050,2550,1095.8,2425150,31946572.64
855,20,5050,2550,728.31,2425150,10168275.14
855,30,5057.46,2557.54,723.91,3880240,24675389.39
855,40,5061.92,2566.29,730.63,4850300,40135043.78
855,50,5070.19,2571.23,729.3,6790420,55844080.97
855,60,5077.31,2573.54,730.57,7760480,70558360.21
855,80,5091.64,2573.76,730.04,9215570,97501038.54
855,100,5099.43,2572.13,731.1,9700600,122954900
855,120,5111.45,2568.9,727.77,10670660,146191321.9
855,150,5150.35,2560.34,722.63,12125750,178015164.6
855,200,5132.58,2564.55,716.89,8245510,230039363.1
856,40,5050,2550,494.64,974960,5914309.152
856,50,5050,2550,494.01,974960,8146944.069
856,60,5050,2550,493.46,974960,10320776.73
856,80,5066.08,2550,497.3,1462440,14484107.19
856,100,5067.15,2550,497.13,1462440,18461434.39
856,120,5091.65,2550,500.45,1949920,22186135.61
856,150,5097.81,2550,501.5,1949920,27410993.81
856,200,5131.19,2550,504.38,2437400,36298981.86
857,20,5053.79,2550,676.18,5340230,30389827.98
857,30,5061.96,2508.86,344.21,19512450,72608545.72
857,40,5080.24,2519.98,171.05,45949160,118366321.1
857,50,5103.56,2508.54,134.43,65558700,165170915.4
857,60,5120.35,2502.87,127.27,80138270,208080580.9
857,80,5133.67,2501.3,127.78,93008120,284684373
857,100,5143.99,2501.54,129.41,104555460,356604906
857,120,5153.28,2501.81,135.56,111515480,421333620.5
857,150,5163.75,2501.37,140.54,120765350,508797981.3
857,200,5179.35,2500.53,146.86,135529950,648642257.7
858,20,5052.19,2550,503.19,2919980,11658244.59
858,30,5070.6,2543.81,456.82,7794780,28303538.43
858,40,5093.92,2537.21,443.91,12177200,46080169.38
858,50,5122.48,2531.66,437.3,16564520,64159277.54
858,60,5151.75,2530.01,432.82,20464360,81046682.74
858,80,5201.59,2534.56,426.05,28261590,111868023.5
858,100,5244.36,2548.13,418.18,35086310,140962846.9
858,120,5279.98,2559.41,410.26,42396060,167474432.7
858,150,5332.21,2572.41,399.85,53608100,203721044
858,200,5410.41,2587.35,380.09,72617370,262806197
859,40,5050,2550,529.06,2432500,6041075.937
859,50,5050,2550,538.6,2432500,8322501.601
859,60,5050,2550,547.4,2432500,10542881.28
859,80,5060.02,2550,531.4,3894940,14793253.05
859,100,5060.83,2550,506.69,4382420,18853232.15
859,120,5073.64,2550,493.55,5844860,22654257.01
859,150,5088.47,2550,485.16,7307300,27984768.95
859,200,5118.5,2550,476.81,9744700,37048481.15
860,100,5050,2550,1197.1,1434900,15202171.89
860,120,5050,2550,1238.36,2364580,18289666.35
860,150,5050,2550,1237.14,2364580,22631281.07
860,200,5050,2550,1235.42,2364580,30047020.14
861,20,5050,2550,790.76,2425150,13950413.47
861,30,5047.57,2550,789.98,4365270,33874365.32
861,40,5025.49,2550,754.96,6790420,55212883.23
861,50,5005.3,2550,668.18,9712850,76939007.77
861,60,4988.08,2550.03,442.67,16577770,97159696.97
861,80,5003.46,2550.04,248.11,33504810,133907805.6
861,100,5024.16,2549.03,211.85,41649590,168560987.9
861,120,5045.58,2549.11,225.84,48277030,200061909.6
861,150,5065.51,2549.13,247.37,53684410,243032516.4
861,200,5098.62,2550.05,279.39,61086810,312817023.9
862,20,5050,2550,881.49,2425150,29005211.87
862,30,5050,2550,844.81,2425150,69475001.41
862,40,5050,2550,855.36,2910180,113307696.1
862,50,5050,2550,868.03,2910180,158131694
862,60,5050.24,2550,883.08,3395210,199260419.7
862,80,5057.76,2556.71,903.94,6305390,272758753.2
862,100,5078.69,2570.06,908.97,8730540,341780747.8
862,120,5095.31,2582.72,909.74,9215570,403935678
862,150,5117.6,2591.94,916.15,10185630,487967114.8
862,200,5143.1,2599.3,924.71,13095810,622440619
864,100,5050,2550,1329,1162100,9281445.831
864,120,5050,2550,1311.14,1626940,11198319.66
864,150,5050,2550,1312.85,1626940,13910593.4
864,200,5050,2550,1304.89,2111970,18591683.51
865,20,5040.98,2553.59,545.78,6810020,33834353.65
865,30,5048.85,2581.14,191.57,38521260,80269520.43
865,40,5086.57,2572.12,151.03,59060660,130673622
865,50,5113.44,2567.85,145.54,77109940,182260445.6
865,60,5135.29,2565.64,149.37,91984340,229464331.1
865,80,5171.31,2564.33,154.72,115728480,313543624.7
865,100,5208.57,2566.04,157.6,139320170,392438728.7
865,120,5254.14,2570.33,162.71,159604400,463354900.9
865,150,5318.84,2574.5,163.4,182711060,559064867.1
865,200,5420.99,2578.65,163.84,223667000,711790798.4
866,40,5050,2550,847.71,2425150,7791876.594
866,50,5050,2550,843.91,2425150,10749002.62
866,60,5050,2550,840.97,2425150,13612145.36
866,80,5050,2550,840.68,2425150,19060426.87
866,100,5050,2544.75,843.41,2910180,24256959.26
866,120,5050,2535.67,837.34,2910180,29105518.84
866,150,5050,2516.23,802.73,3880240,35883525.81
866,200,5050,2495.74,723.62,5825260,47347589.24
867,120,5050,2550,1127.65,970060,8717266.954
867,150,5050,2550,1130.34,1940120,10850318.91
867,200,5050,2550,1132.3,1940120,14551323.71
868,20,5050,2550,1311.78,1859360,12684281.67
868,30,5050,2550,1306.09,2344390,30799214.36
868,40,5051.79,2550,1259.99,3799480,50171173.64
868,50,5054.48,2550,1221.92,4769540,69883251.15
868,60,5059.97,2550,1200.57,6224630,88264635.77
868,80,5070.44,2550,1181,8164750,121745500.3
868,100,5082.85,2550,1173.88,9619840,153335254.9
868,120,5091.27,2550,1175.25,10104870,182087834.5
868,150,5109.65,2550,1178.11,12044990,221356467.5
868,200,5116.54,2550,1183.12,12044990,285255267.5
869,20,5050,2550,1278.75,2111970,18809144.64
869,30,5053.31,2552.35,1262.6,3082030,45600042.64
869,40,5068.42,2563.95,1233.83,4052090,74427705.68
869,50,5077.85,2570.26,1207.27,5992210,103833072.8
869,60,5085.55,2573.24,1187.87,7932330,131038443.1
869,80,5101.78,2575.49,1168.77,12277410,180134142.5
869,100,5121.89,2575.84,1162.31,16137460,226350983.9
869,120,5147.13,2575.47,1158.85,20502730,268198442.9
869,150,5175.65,2574.45,1162.16,23392720,325070133.4
869,200,5233.36,2574.89,1161.09,30880400,416863446.5
870,20,5051.87,2550,1126.52,3375020,47457869.86
870,30,5064.05,2551.26,1034.42,8225320,108591669.4
870,40,5090.2,2555.13,995.65,13560650,175242941.1
870,50,5125.07,2564.18,976.17,19866040,243570434.9
870,60,5155.31,2576.27,968.83,25201370,305749783.9
870,80,5216.61,2586.05,964.94,33446880,415780135.3
870,100,5276.13,2592.11,963.54,41207360,518860358.3
870,120,5334.65,2598.67,967.82,46542690,611178276.1
870,150,5427.32,2606.56,973.99,52363050,735340117.1
870,200,5544.69,2606.68,980.88,58668440,932340087.2
871,150,5050,2550,959.56,1455090,8463648.564
871,200,5050,2550,961.46,1455090,11389778.6
872,30,5050,2550,492.02,2432500,6686058.603
872,40,5050,2550,491.86,2432500,10767553.04
872,50,5050,2550,470.46,3407460,14879494.14
872,60,5050,2550,444.49,3894940,18834696.76
872,80,5050,2550,323.19,6332340,26304296.88
872,100,5060.07,2550.03,182.76,13894540,33415357.63
872,120,5070.95,2549.52,150.32,17456900,40021641.48
872,150,5084.58,2547.72,133.88,23119180,49219619.39
872,200,5103.04,2547.62,120.43,26194060,64672406.02
873,40,5050,2550,835.22,970060,6646013.659
873,50,5050,2550,834.87,970060,9160533.681
873,60,5050,2550,810.21,1455090,11603023.08
873,80,5050,2550,815.48,1940120,16268156.93
873,100,5050,2550,815.19,2425150,20721846.69
873,120,5054.91,2550,812.76,2425150,24886151.86
873,150,5055.84,2550,803.65,2425150,30719176.33
873,200,5066.74,2550,783.84,3880240,40617647.58
874,20,5050,2550,674.67,2425150,12818902.73
874,30,5054.25,2550,659.1,3880240,31126438.96
874,40,5057.04,2550,652.1,4850300,50707630.85
874,50,5058.48,2550,658.72,5335330,70633938.23
874,60,5062.02,2549.96,662.29,6790420,89211134.33
874,80,5073.22,2551.82,670.29,10670660,123040184.9
874,100,5089.54,2556.19,675.27,13095810,154956487.1
874,120,5103.7,2559.53,677.41,16976050,184002195
874,150,5118.33,2563.32,678.06,22311380,223665881.9
874,200,5125.21,2565.25,677.56,23766470,288193332.2
876,20,5050,2550,1127.69,970060,8596495.435
876,30,5050,2550,1190.87,2384770,20845260.53
876,40,5050,2550,1191.6,2384770,33863653.79
876,50,5050,2550,1174.48,2869800,47077797.33
876,60,5050,2550,1141.22,3839860,59497497.78
876,80,5051.35,2548.77,1083.58,5294950,82329854.75
876,100,5052.75,2548.55,1044.61,6265010,103921850.3
876,120,5054.96,2548.86,1019.62,7235070,123677352
876,150,5063.91,2547.45,988.55,10630280,150791506
876,200,5075.5,2547.12,925.91,15965610,195272828.9
877,40,5050,2550,687.82,1940120,10157442.35
877,50,5050,2550,687.83,1940120,14032052.67
877,60,5050,2550,687.93,1940120,17763382.36
877,80,5065.87,2550,692.5,2425150,24819821.06
877,100,5088.72,2550,695.71,2910180,31539831.76
877,120,5095.43,2550,696.93,2910180,37787687.58
877,150,5128.89,2550,699.71,3395210,46492964.59
877,200,5139.78,2550,691.13,2910180,61135755.13
878,20,5067.21,2551.65,898.49,6305390,63447613.96
878,30,5115.48,2560.94,871.4,14065870,138189190.6
878,40,5156.53,2573.35,862.67,21826350,219939208.1
878,50,5195.58,2583.39,854.07,28616770,303844824.9
878,60,5240.3,2587.61,848.99,35892220,379894797.6
878,80,5332.05,2579.91,848.33,54323360,513826611.6
878,100,5429.6,2568.33,845.12,70329350,639151207.3
878,120,5530.87,2561.77,846.86,78089830,751092401
878,150,5624.64,2551.51,854.26,76149710,901264034.5
878,200,5341.98,2544.47,910.81,33467070,1138541357
879,20,5055,2548.86,581.33,7297500,39560622.75
879,30,5073.97,2535.77,496.15,21424620,92559541.46
879,40,5111.37,2569.86,342.72,41856400,150209959.4
879,50,5124.93,2566.79,321.98,61600700,209259951.5
879,60,5140.81,2552.18,315.45,74955310,263150186.1
879,80,5182.54,2530.97,286.18,114526490,358837445.9
879,100,5231.5,2508.55,250.57,147055340,448555426.4
879,120,5271.53,2500.52,237.42,172269540,529058547.7
879,150,5302.88,2500.21,233.8,198443730,637525875.5
879,200,5344.78,2501.46,235.01,240357480,810134795.2
880,150,5050,2550,886.54,970060,8507560.333
880,200,5050,2550,886.89,970060,11448046.57
881,20,5080.32,2549.66,127.65,13944540,24190879.18
881,30,5187.24,2549.72,48.79,54915530,58360116.49
881,40,5274.08,2550.84,42.14,89099280,95269221.01
881,50,5360.75,2548.3,39.68,111285960,132974234.5
881,60,5437.88,2539.51,38.75,126972880,167688408.1
881,80,5539.97,2542.07,38.89,152996880,229973840.9
881,100,5608.33,2548.98,39.19,170533720,288523719.6
881,120,5669.51,2554.77,40.1,188208040,341367076
881,150,5730.87,2558.78,40.58,203107480,412962376.1
881,200,5808.8,2561.75,41.37,227319040,527937853.5
882,20,5050,2550,620.8,2910180,29343707.29
882,30,5055.74,2553.59,617.76,5820360,70243816.04
882,40,5077.64,2593.04,629.19,11640720,114550049.5
882,50,5108.47,2641.29,621.37,20866090,159861197.2
882,60,5133.75,2673.33,603.74,28163590,201428104.4
882,80,5186.39,2725.27,554.21,42753690,275690795.9
882,100,5232.13,2748.19,512.02,54913740,345426285.2
882,120,5266.36,2757.35,483.32,65123870,408214904
882,150,5295.84,2758.18,461.8,76308960,493091728.5
882,200,5333.02,2748.92,433.07,98693840,628888270.8
883,80,5050,2550,714.58,2425150,7369290.109
883,100,5050,2550,718.08,2425150,9428747.948
883,120,5050,2550,722.18,2425150,11375005.13
883,150,5050,2550,728.4,2425150,14128309.87
883,200,5050,2550,735.77,2425150,18878639.6
885,20,5056.58,2546.81,597.56,3402560,16625541.89
885,30,5098.8,2533.6,507.7,7789880,40348243.63
885,40,5152.71,2536.2,476.21,17042200,65825357.8
885,50,5203.63,2542.53,458.77,24354400,91793476.04
885,60,5245.23,2559.6,440.8,30204160,115877546.7
885,80,5295.77,2577.79,424.33,40431440,159466060.2
885,100,5342.51,2582.69,416.36,51156000,200527811.8
885,120,5383.8,2587.45,413.83,63330750,237767750.1
885,150,5426.36,2589.91,412.23,78432830,288455386.5
885,200,5485.6,2593.31,412.27,103284510,370474381.8
886,20,5050,2550,1279.26,1626940,17075956.12
886,30,5054.45,2550,1270.3,2324200,41434279.16
886,40,5059.23,2550,1270.85,3253880,67604965.76
886,50,5065.8,2550,1268.94,4415980,94284398.28
886,60,5064.59,2550,1265.12,4648400,119015029.2
886,80,5055.87,2550,1256.81,3718720,163745653.9
886,100,5052.28,2550,1253.62,3021460,205876801.7
886,120,5050,2550,1250.75,1859360,244073163.4
886,150,5050.99,2550,1250.62,1859360,296045269.6
886,200,5055.17,2550,1252.37,2789040,380096507.3
887,20,5092.47,2526.74,407.15,6822270,22142572.43
887,30,5165.81,2482.36,237.08,23259110,53539552.83
887,40,5200.36,2473.37,191.86,35943660,87408565.87
887,50,5224.58,2471.61,169.68,49940650,121990033
887,60,5239.07,2472.56,167.28,57840330,153882511.6
887,80,5261.28,2472.02,167.42,73589690,211220314.1
887,100,5276.68,2472.52,170.14,79584550,265145951.2
887,120,5300.6,2475.22,174.49,89381700,313870524.8
887,150,5328.96,2477.8,179.23,102098830,379955985.3
887,200,5372.79,2481.34,184.41,123153120,486269801.7
888,100,5050,2550,665.56,1455090,5697005.932
888,120,5050,2550,665.21,2425150,6893164.291
888,150,5050,2550,667.18,2425150,8596068.992
888,200,5050,2550,669.55,2425150,11565479.29
889,20,5053.71,2548.76,355.44,13182560,53725855.53
889,30,5059.34,2547.41,238.48,23465010,120610726.6
889,40,5066.25,2545.53,239.9,35684860,193637175.9
889,50,5073.37,2542.98,249.1,44444800,268540093.4
889,60,5080.19,2540.84,261.61,50282310,336580912.2
889,80,5093.45,2537.64,276.95,59127550,456725682.9
889,100,5101.61,2536.32,287.08,63600170,569222295.7
889,120,5110.48,2534.45,301.28,65540290,669853433.2
889,150,5121.8,2531.44,312.69,71415550,805042212.6
889,200,5133.49,2528.47,321.56,83705000,1019138421
890,200,5050,2550,982.04,970060,12549413.44
891,20,5047.74,2552.75,1267.97,3082030,42241132.01
891,30,5030.57,2576.77,1212.99,5992210,98118405.14
891,40,5034.48,2585.32,1169.77,11499390,158951191.6
891,50,5042.91,2590.53,1133.78,16794340,221280497.9
891,60,5056.66,2592.12,1115.6,22129670,278103385.4
891,80,5082.66,2591.66,1106.48,28899900,378870813.1
891,100,5108.88,2591.07,1106.71,34407080,473322839.8
891,120,5141.97,2588.4,1109.53,40672090,558014335.9
891,150,5193.72,2583.15,1117.9,51201420,672048681.1
891,200,5229.53,2582.42,1133.95,53970270,853317675.3
892,20,5050,2550,448.94,2434950,5566620.246
892,30,5050,2550,412.04,3897390,13464059.27
892,40,5055.47,2548.24,313.81,7797230,21800315.37
892,50,5062.02,2535.59,245.26,12722030,30237970.28
892,60,5064.66,2534.57,220.1,15796910,38239020.02
892,80,5081.08,2537.42,206.52,27008950,53101345.3
892,100,5096.34,2539.51,194.37,31933750,67192336.98
892,120,5109.32,2544.66,189.1,35833590,80160562.18
892,150,5128.1,2549.85,180.61,40320910,98057728.83
892,200,5152.37,2568.52,172.12,51145470,127687870.1
893,20,5050,2550,542.84,972510,4539478.14
893,30,5050,2550,589.11,2427600,10965276.46
893,40,5050,2550,593.77,2915080,17726378.7
893,50,5055.67,2550,570.9,4857650,24560481.07
893,60,5058.55,2550,528.73,6805120,31068081.69
893,80,5061.99,2550,390.09,11185090,43215151.64
893,100,5072.24,2549.87,248.57,18744840,54745675.8
893,120,5088.73,2549.78,220.15,24737250,65386727.75
893,150,5107.89,2549.77,216.69,30342180,80110285.25
893,200,5134.81,2549.49,216.87,37792130,104591205.7
894,20,5052.28,2550,742.31,3395210,25873583.14
894,30,5070.44,2550.02,649.05,10197880,62281516.2
894,40,5080.27,2550.09,598.63,16520420,101648517.2
894,50,5083.77,2550.14,549.43,24797780,141879986.1
894,60,5084.02,2548.46,485.28,32587660,178873112.4
894,80,5094.02,2537.9,408.37,43787450,245147480.5
894,100,5121.18,2523.29,350.99,58882180,307423959.8
894,120,5159.77,2510.87,319.99,66232130,363583334.4
894,150,5183.96,2510.7,312.79,72662020,439610443.7
894,200,5207.61,2512.57,318.4,85316900,561542236.8
895,60,5050,2550,473.11,487480,3896904.716
895,80,5050,2550,524.82,1459990,5512499.628
895,100,5050,2550,545.38,2430050,7064644.329
895,120,5050,2550,541.14,2430050,8537222.336
895,150,5050,2550,536.24,2430050,10627996.41
895,200,5050,2550,538.78,2430050,14257250.95
896,200,5050,2550,739.1,970060,13341982.99
897,20,5060.57,2549.02,537.33,9717750,52529604.57
897,30,5083.63,2544.59,103.62,45664400,118361644.1
897,40,5104.5,2545.08,91.14,68876500,190220320.7
897,50,5118.13,2545.81,92.19,82673760,263918537.8
897,60,5129.8,2545.8,100.06,94261300,330886236.4
897,80,5147.58,2544.97,109.07,109251400,449180868.7
897,100,5160.37,2544.73,114.33,119178950,559955394.2
897,120,5176.42,2543.74,126.37,127066380,659066924.8
897,150,5190.66,2543.3,133.73,131056420,792240977.1
897,200,5213.72,2542.69,146.99,138998750,1003215891
898,30,5050,2550,787.66,970060,6113893.328
898,40,5050,2550,844.62,2425150,9839358.144
898,50,5050,2550,840.75,2425150,13590340.55
898,60,5050,2550,838.66,2425150,17204946.19
898,80,5050,2550,830.12,2910180,24045738.86
898,100,5050,2550,799.37,3880240,30561590.55
898,120,5050,2550,759.37,4852750,36622205.92
898,150,5050,2550,681.44,6315190,45069953.14
898,200,5053.02,2549.94,485.74,11672570,59288969.04
899,50,5050,2550,495.44,974960,3988828.678
